game_id;sezon;source;match_type;druzyna_A;druzyna_B;sety_A;sety_B;wygrana_A;A_pts_suma;A_pts_bp;A_pts_bilans;A_srv_suma;A_srv_bledy;A_srv_asy;A_rec_suma;A_rec_bledy;A_rec_poz_pct;A_rec_perf_pct;A_atk_suma;A_atk_bledy;A_atk_blok;A_atk_pkt;A_atk_skut_pct;A_blk_pkt;B_pts_suma;B_pts_bp;B_pts_bilans;B_srv_suma;B_srv_bledy;B_srv_asy;B_rec_suma;B_rec_bledy;B_rec_poz_pct;B_rec_perf_pct;B_atk_suma;B_atk_bledy;B_atk_blok;B_atk_pkt;B_atk_skut_pct;B_blk_pkt;diff_pts_suma;diff_pts_bp;diff_pts_bilans;diff_srv_suma;diff_srv_bledy;diff_srv_asy;diff_rec_suma;diff_rec_bledy;diff_rec_poz_pct;diff_rec_perf_pct;diff_atk_suma;diff_atk_bledy;diff_atk_blok;diff_atk_pkt;diff_atk_skut_pct;diff_blk_pkt
5847;2016/2017;HTML;3:2;Polski Cukier Muszynianka;Legionovia Legionowo;3;2;1;77;41;77;103;7;10;80;11;47;26;144;14;14;56;39;11;72;30;72;96;16;11;96;10;44;20;135;10;11;47;35;14;5;11;5;7;-9;-1;-16;1;3;6;9;4;3;9;4;-3
5848;2016/2017;HTML;3:1;Chemik Police;KS PAŁAC Bydgoszcz;3;1;1;77;37;77;96;6;7;70;2;41;17;121;7;11;60;50;10;65;24;65;79;9;2;90;7;42;18;122;7;10;52;43;11;12;13;12;17;-3;5;-20;-5;-1;-1;-1;0;1;8;7;-1
5849;2016/2017;HTML;3:0;Legionovia Legionowo;Polski Cukier Muszynianka;0;3;0;36;12;36;52;9;2;65;11;44;15;77;10;7;29;38;5;54;28;54;73;8;11;43;2;53;18;75;3;5;36;48;7;-18;-16;-18;-21;1;-9;22;9;-9;-3;2;7;2;-7;-10;-2
5850;2016/2017;HTML;3:1;Grot Budowlani Łódź;Developres SkyRes Rzeszów;1;3;0;58;15;58;80;11;4;85;6;47;28;125;8;8;46;37;8;71;32;71;93;8;6;69;4;51;22;148;12;8;57;39;8;-13;-17;-13;-13;3;-2;16;2;-4;6;-23;-4;0;-11;-2;0
5851;2016/2017;HTML;3:1;Tauron MKS Dąbrowa Górnicza;KSZO OSTROWIEC;3;1;1;75;37;75;98;10;5;84;4;49;34;150;15;11;55;37;15;63;27;63;94;10;4;88;5;54;43;148;10;15;48;32;11;12;10;12;4;0;1;-4;-1;-5;-9;2;5;-4;7;5;4
5852;2016/2017;HTML;3:0;Impel Wrocław;ŁKS Commercecon Łódź;3;0;1;61;26;61;76;6;4;59;1;47;20;100;9;7;45;45;12;49;13;49;67;8;1;70;4;45;32;99;7;12;41;41;7;12;13;12;9;-2;3;-11;-3;2;-12;1;2;-5;4;4;5
5853;2016/2017;HTML;3:2;Giacomini Budowlani Toruń;BKS PROFI CREDIT Bielsko-Biała;3;2;1;87;44;87;106;5;9;94;9;37;21;163;5;14;64;39;14;84;38;84;100;6;9;101;9;32;21;170;7;14;61;36;14;3;6;3;6;-1;0;-7;0;5;0;-7;-2;0;3;3;0
5854;2016/2017;HTML;3:0;Atom Trefl Sopot;Giacomini Budowlani Toruń;0;3;0;49;20;49;61;3;4;69;12;34;24;107;5;6;39;36;6;63;32;63;73;4;12;58;4;31;23;107;7;6;45;42;6;-14;-12;-14;-12;-1;-8;11;8;3;1;0;-2;0;-6;-6;0
5855;2016/2017;HTML;3:1;BKS PROFI CREDIT Bielsko-Biała;Impel Wrocław;1;3;0;49;22;49;75;11;10;80;8;40;22;108;8;12;30;28;9;75;42;75;95;15;8;64;10;34;20;113;8;9;55;49;12;-26;-20;-26;-20;-4;2;16;-2;6;2;-5;0;3;-25;-21;-3
5856;2016/2017;HTML;3:1;ŁKS Commercecon Łódź;Tauron MKS Dąbrowa Górnicza;3;1;1;76;32;76;91;11;6;89;6;38;16;164;9;18;59;36;11;70;31;70;95;6;6;80;6;45;20;149;9;11;46;31;18;6;1;6;-4;5;0;9;0;-7;-4;15;0;7;13;5;-7
5857;2016/2017;HTML;3:2;KSZO OSTROWIEC;Grot Budowlani Łódź;2;3;0;63;26;63;103;7;5;88;6;33;24;118;14;10;41;35;17;81;33;81;105;17;6;96;5;54;32;156;16;16;65;42;10;-18;-7;-18;-2;-10;-1;-8;1;-21;-8;-38;-2;-6;-24;-7;7
5858;2016/2017;HTML;3:1;Developres SkyRes Rzeszów;Grot Budowlani Łódź;1;3;0;61;24;61;87;7;7;87;12;40;26;131;10;14;45;34;9;76;35;76;98;11;12;80;7;51;40;135;11;9;50;37;14;-15;-11;-15;-11;-4;-5;7;5;-11;-14;-4;-1;5;-5;-3;-5
5859;2016/2017;HTML;3:2;Developres SkyRes Rzeszów;Polski Cukier Muszynianka;3;2;1;98;44;98;111;6;11;102;7;41;22;176;12;13;69;39;18;80;31;80;104;2;7;105;11;42;27;171;12;18;60;35;13;18;13;18;7;4;4;-3;-4;-1;-5;5;0;-5;9;4;5
5860;2016/2017;HTML;3:0;Legionovia Legionowo;Chemik Police;0;3;0;43;13;43;62;9;4;64;3;33;17;80;7;6;32;40;7;53;22;53;74;10;3;53;4;30;21;90;6;7;44;49;6;-10;-9;-10;-12;-1;1;11;-1;3;-4;-10;1;-1;-12;-9;1
5861;2016/2017;HTML;3:0;KS PAŁAC Bydgoszcz;Enea PTPS Piła;3;0;1;50;25;50;73;9;8;48;1;44;25;93;10;9;36;39;6;32;11;32;56;8;1;64;8;34;20;87;12;6;22;25;9;18;14;18;17;1;7;-16;-7;10;5;6;-2;3;14;14;-3
5862;2016/2017;HTML;3:1;KS PAŁAC Bydgoszcz;Atom Trefl Sopot;1;3;0;69;28;69;89;12;6;95;9;36;23;156;14;13;50;32;13;71;35;71;100;5;9;77;6;47;21;143;9;13;49;34;13;-2;-7;-2;-11;7;-3;18;3;-11;2;13;5;0;1;-2;0
5863;2016/2017;HTML;3:0;Enea PTPS Piła;Legionovia Legionowo;3;0;1;52;23;52;72;9;7;52;1;23;12;76;6;6;34;45;11;39;11;39;61;9;1;63;7;29;21;87;9;11;32;37;6;13;12;13;11;0;6;-11;-6;-6;-9;-11;-3;-5;2;8;5
5864;2016/2017;HTML;3:0;Chemik Police;Developres SkyRes Rzeszów;3;0;1;59;33;59;73;9;6;45;6;51;29;84;5;4;45;54;8;37;15;37;53;8;6;64;6;39;17;89;7;8;27;30;4;22;18;22;20;1;0;-19;0;12;12;-5;-2;-4;18;24;4
5865;2016/2017;HTML;3:2;Polski Cukier Muszynianka;KSZO OSTROWIEC;3;2;1;73;32;73;106;6;4;82;10;32;15;136;12;13;56;41;13;75;24;75;97;15;10;100;4;51;24;159;15;13;52;33;13;-2;8;-2;9;-9;-6;-18;6;-19;-9;-23;-3;0;4;8;0
5866;2016/2017;HTML;3:0;Grot Budowlani Łódź;ŁKS Commercecon Łódź;3;0;1;59;36;59;74;3;5;41;2;54;20;107;11;5;39;36;15;34;10;34;51;10;2;71;5;28;20;101;5;15;27;27;5;25;26;25;23;-7;3;-30;-3;26;0;6;6;-10;12;9;10
5867;2016/2017;HTML;3:0;Tauron MKS Dąbrowa Górnicza;BKS PROFI CREDIT Bielsko-Biała;3;0;1;56;30;56;73;8;6;52;5;44;41;86;5;4;41;48;9;40;18;40;56;4;5;65;6;57;41;100;14;9;31;31;4;16;12;16;17;4;1;-13;-1;-13;0;-14;-9;-5;10;17;5
5868;2016/2017;HTML;3:0;Impel Wrocław;Giacomini Budowlani Toruń;3;0;1;65;39;65;74;11;11;39;2;57;33;85;4;3;43;51;11;23;8;23;39;0;2;63;11;28;13;74;4;11;18;24;3;42;31;42;35;11;9;-24;-9;29;20;11;0;-8;25;27;8
5869;2016/2017;HTML;3:2;KSZO OSTROWIEC;Tauron MKS Dąbrowa Górnicza;2;3;0;71;26;71;103;13;6;97;12;39;25;145;22;17;51;35;14;76;33;76;112;15;12;90;6;38;21;139;12;14;47;34;17;-5;-7;-5;-9;-2;-6;7;6;1;4;6;10;3;4;1;-3
5870;2016/2017;HTML;3:1;Impel Wrocław;Atom Trefl Sopot;3;1;1;82;31;82;97;15;6;80;3;50;21;132;8;11;63;48;13;58;18;58;85;5;3;82;6;39;25;120;10;13;44;37;11;24;13;24;12;10;3;-2;-3;11;-4;12;-2;-2;19;11;2
5871;2016/2017;HTML;3:1;Giacomini Budowlani Toruń;Tauron MKS Dąbrowa Górnicza;1;3;0;68;23;68;88;10;5;87;8;41;19;151;13;7;55;36;8;68;24;68;94;7;8;78;5;49;34;131;5;8;53;40;7;0;-1;0;-6;3;-3;9;3;-8;-15;20;8;-1;2;-4;1
5872;2016/2017;HTML;3:0;BKS PROFI CREDIT Bielsko-Biała;Grot Budowlani Łódź;0;3;0;36;15;36;59;6;3;63;8;33;19;92;14;8;24;26;9;52;27;52;74;11;8;53;3;34;15;90;5;9;36;40;8;-16;-12;-16;-15;-5;-5;10;5;-1;4;2;9;-1;-12;-14;1
5873;2016/2017;HTML;3:1;ŁKS Commercecon Łódź;Polski Cukier Muszynianka;3;1;1;80;36;80;92;9;7;77;9;45;24;148;13;7;60;41;13;52;23;52;78;1;9;83;7;48;13;121;8;13;36;30;7;28;13;28;14;8;-2;-6;2;-3;11;27;5;-6;24;11;6
5874;2016/2017;HTML;3:0;KSZO OSTROWIEC;Chemik Police;0;3;0;38;11;38;61;9;3;69;6;42;26;98;5;14;32;33;3;55;30;55;74;5;6;52;3;46;29;86;11;4;35;41;14;-17;-19;-17;-13;4;-3;17;3;-4;-3;12;-6;10;-3;-8;-11
5875;2016/2017;HTML;3:0;Developres SkyRes Rzeszów;Enea PTPS Piła;3;0;1;56;33;56;75;7;7;43;1;35;18;93;6;2;40;43;9;28;10;28;48;5;1;68;7;28;13;83;11;9;25;30;2;28;23;28;27;2;6;-25;-6;7;5;10;-5;-7;15;13;7
5876;2016/2017;HTML;3:2;Legionovia Legionowo;KS PAŁAC Bydgoszcz;3;2;1;79;32;79;107;20;9;99;8;48;26;128;15;8;56;44;14;66;29;66;109;10;8;87;9;40;21;137;14;14;50;36;8;13;3;13;-2;10;1;12;-1;8;5;-9;1;-6;6;8;6
5877;2016/2017;HTML;3:2;Legionovia Legionowo;Atom Trefl Sopot;2;3;0;74;30;74;98;12;7;99;7;44;26;136;12;13;51;38;16;81;40;81;110;10;7;86;7;37;24;138;12;16;61;44;13;-7;-10;-7;-12;2;0;13;0;7;2;-2;0;-3;-10;-6;3
5878;2016/2017;HTML;3:1;KS PAŁAC Bydgoszcz;Developres SkyRes Rzeszów;1;3;0;61;28;61;79;6;7;87;6;45;25;124;18;12;44;35;10;65;29;65;94;7;7;73;7;38;17;121;9;10;46;38;12;-4;-1;-4;-15;-1;0;14;-1;7;8;3;9;2;-2;-3;-2
5879;2016/2017;HTML;3:2;Enea PTPS Piła;KSZO OSTROWIEC;2;3;0;66;34;66;96;5;4;92;9;37;18;164;13;13;52;32;10;77;36;77;102;10;9;91;4;40;25;155;12;10;55;35;13;-11;-2;-11;-6;-5;-5;1;5;-3;-7;9;1;3;-3;-3;-3
5880;2016/2017;HTML;3:2;ŁKS Commercecon Łódź;Impel Wrocław;3;2;1;74;34;74;102;3;6;86;3;40;23;162;10;19;53;33;15;83;34;83;98;12;3;99;6;58;36;185;16;15;61;33;19;-9;0;-9;4;-9;3;-13;-3;-18;-13;-23;-6;4;-8;0;-4
5881;2016/2017;HTML;3:2;Chemik Police;ŁKS Commercecon Łódź;3;2;1;85;40;85;107;8;10;87;3;46;23;156;15;9;64;41;11;73;29;73;97;10;3;99;10;37;12;159;10;11;61;38;9;12;11;12;10;-2;7;-12;-7;9;11;-3;5;-2;3;3;2
5882;2016/2017;HTML;3:2;Polski Cukier Muszynianka;BKS PROFI CREDIT Bielsko-Biała;3;2;1;80;37;80;110;13;9;96;8;33;24;164;12;14;58;35;13;75;32;75;108;12;8;97;9;45;25;153;12;13;53;35;14;5;5;5;2;1;1;-1;-1;-12;-1;11;0;1;5;0;-1
5883;2016/2017;HTML;3:1;Grot Budowlani Łódź;Giacomini Budowlani Toruń;3;1;1;75;33;75;93;9;9;75;5;49;36;152;13;9;51;34;15;49;17;49;79;4;5;84;9;30;19;129;14;15;35;27;9;26;16;26;14;5;4;-9;-4;19;17;23;-1;-6;16;7;6
5884;2016/2017;HTML;3:2;Tauron MKS Dąbrowa Górnicza;Impel Wrocław;2;3;0;61;24;61;92;7;3;89;4;57;41;165;9;23;44;27;14;85;40;85;104;15;4;85;3;64;48;162;14;14;58;36;23;-24;-16;-24;-12;-8;-1;4;1;-7;-7;3;-5;9;-14;-9;-9
5885;2016/2017;HTML;3:1;Atom Trefl Sopot;Tauron MKS Dąbrowa Górnicza;1;3;0;57;24;57;81;7;8;79;6;34;20;127;5;17;41;32;8;76;34;76;90;11;6;74;8;30;14;130;11;8;53;41;17;-19;-10;-19;-9;-4;2;5;-2;4;6;-3;-6;9;-12;-9;-9
5886;2016/2017;HTML;3:1;Impel Wrocław;Grot Budowlani Łódź;3;1;1;75;37;75;97;13;7;81;2;43;25;149;11;15;51;34;17;61;30;61;89;8;2;84;7;44;26;154;12;17;44;29;15;14;7;14;8;5;5;-3;-5;-1;-1;-5;-1;-2;7;5;2
5887;2016/2017;HTML;3:0;Giacomini Budowlani Toruń;Polski Cukier Muszynianka;3;0;1;58;25;58;73;7;7;56;3;41;29;98;5;4;36;37;15;46;16;46;62;6;3;66;7;29;17;109;7;15;39;36;4;12;9;12;11;1;4;-10;-4;12;12;-11;-2;-11;-3;1;11
5888;2016/2017;HTML;3:1;BKS PROFI CREDIT Bielsko-Biała;Chemik Police;1;3;0;59;22;59;84;8;5;90;4;42;18;141;10;11;46;33;8;70;28;70;97;7;4;76;5;44;27;134;9;8;55;41;11;-11;-6;-11;-13;1;1;14;-1;-2;-9;7;1;3;-9;-8;-3
5889;2016/2017;HTML;3:1;ŁKS Commercecon Łódź;Enea PTPS Piła;3;1;1;71;39;71;95;8;6;60;6;42;13;127;8;9;53;42;12;59;24;59;78;13;8;87;6;46;18;134;10;12;42;31;9;12;15;12;17;-5;-2;-27;0;-4;-5;-7;-2;-3;11;11;3
5890;2016/2017;HTML;3:2;KSZO OSTROWIEC;KS PAŁAC Bydgoszcz;3;2;1;75;38;75;95;6;8;85;3;35;24;146;13;17;52;36;15;65;30;65;91;6;3;89;8;39;18;139;11;14;44;32;18;10;8;10;4;0;5;-4;-5;-4;6;7;2;3;8;4;-3
5891;2016/2017;HTML;3:1;BKS PROFI CREDIT Bielsko-Biała;Giacomini Budowlani Toruń;1;3;0;73;34;73;96;8;10;86;6;32;15;161;12;15;54;34;9;73;32;73;94;8;6;88;10;34;12;144;13;9;52;36;15;0;2;0;2;0;4;-2;-4;-2;3;17;-1;6;2;-2;-6
5892;2016/2017;HTML;3:0;Developres SkyRes Rzeszów;Legionovia Legionowo;3;0;1;60;30;60;74;7;9;48;2;46;27;83;4;9;43;52;8;42;14;42;56;8;2;67;9;40;14;79;7;8;31;39;9;18;16;18;18;-1;7;-19;-7;6;13;4;-3;1;12;13;-1
5893;2016/2017;HTML;3:0;Developres SkyRes Rzeszów;Atom Trefl Sopot;3;0;1;63;40;63;73;7;5;45;6;36;11;112;3;8;49;44;9;32;17;32;48;3;4;66;12;41;20;98;7;9;20;20;8;31;23;31;25;4;1;-21;-6;-5;-9;14;-4;-1;29;24;1
5894;2016/2017;HTML;3:2;Legionovia Legionowo;KSZO OSTROWIEC;3;2;1;80;30;80;102;18;7;88;7;54;27;133;13;9;60;45;13;66;27;66;101;13;7;84;7;43;30;113;7;13;50;44;9;14;3;14;1;5;0;4;0;11;-3;20;6;-4;10;1;4
5895;2016/2017;HTML;3:0;KS PAŁAC Bydgoszcz;ŁKS Commercecon Łódź;0;3;0;34;9;34;48;6;3;69;4;39;29;85;9;7;28;33;3;51;26;51;74;5;4;42;3;43;19;75;6;3;40;53;7;-17;-17;-17;-26;1;-1;27;1;-4;10;10;3;4;-12;-20;-4
5896;2016/2017;HTML;3:1;Enea PTPS Piła;BKS PROFI CREDIT Bielsko-Biała;1;3;0;60;22;60;75;12;1;86;6;40;19;130;15;19;53;41;6;64;33;64;93;7;6;63;1;49;17;110;5;6;39;35;19;-4;-11;-4;-18;5;-5;23;5;-9;2;20;10;13;14;6;-13
5897;2016/2017;HTML;3:1;Chemik Police;Giacomini Budowlani Toruń;3;1;1;85;38;85;98;4;7;86;8;47;27;158;10;17;69;44;9;74;28;74;90;4;8;94;7;40;20;137;9;9;49;36;17;11;10;11;8;0;-1;-8;1;7;7;21;1;8;20;8;-8
5898;2016/2017;HTML;3:0;Polski Cukier Muszynianka;Impel Wrocław;0;3;0;48;20;48;67;4;4;66;7;33;18;92;7;6;36;39;8;58;28;58;73;7;7;63;4;35;19;100;10;8;45;45;6;-10;-8;-10;-6;-3;-3;3;3;-2;-1;-8;-3;-2;-9;-6;2
5899;2016/2017;HTML;3:0;Grot Budowlani Łódź;Tauron MKS Dąbrowa Górnicza;3;0;1;60;34;60;74;8;9;42;0;57;31;84;5;7;39;46;12;26;9;26;47;5;0;66;9;29;17;86;8;12;19;22;7;34;25;34;27;3;9;-24;-9;28;14;-2;-3;-5;20;24;5
5900;2016/2017;HTML;3:2;Atom Trefl Sopot;Grot Budowlani Łódź;2;3;0;54;20;54;83;9;2;95;12;20;11;133;11;11;47;35;5;82;44;82;105;10;12;74;2;35;22;141;18;5;59;42;11;-28;-24;-28;-22;-1;-10;21;10;-15;-11;-8;-7;6;-12;-7;-6
5901;2016/2017;HTML;3:0;Tauron MKS Dąbrowa Górnicza;Polski Cukier Muszynianka;3;0;1;63;25;63;73;5;6;51;2;65;43;92;6;2;49;53;8;40;7;40;56;5;2;68;6;53;31;89;5;8;36;40;2;23;18;23;17;0;4;-17;-4;12;12;3;1;-6;13;13;6
5902;2016/2017;HTML;3:0;Giacomini Budowlani Toruń;Atom Trefl Sopot;0;3;0;34;12;34;56;4;1;68;1;34;13;110;6;10;26;24;7;60;29;60;74;6;1;52;1;39;21;128;15;7;49;38;10;-26;-17;-26;-18;-2;0;16;0;-5;-8;-18;-9;3;-23;-14;-3
5903;2016/2017;HTML;3:1;Impel Wrocław;Chemik Police;3;1;1;74;33;74;96;15;6;82;6;37;23;136;9;11;52;38;16;58;25;58;87;5;6;81;6;41;22;146;14;16;41;28;11;16;8;16;9;10;0;1;0;-4;1;-10;-5;-5;11;10;5
5904;2016/2017;HTML;3:1;Giacomini Budowlani Toruń;Enea PTPS Piła;3;1;1;66;36;66;93;10;5;64;2;33;17;110;12;8;39;35;22;48;19;48;73;9;2;83;5;40;23;132;16;22;38;29;8;18;17;18;20;1;3;-19;-3;-7;-6;-22;-4;-14;1;6;14
5905;2016/2017;HTML;3:1;BKS PROFI CREDIT Bielsko-Biała;KS PAŁAC Bydgoszcz;3;1;1;64;30;64;94;8;6;80;5;31;11;123;7;9;40;33;18;68;29;68;90;10;5;86;6;34;20;157;19;18;54;34;9;-4;1;-4;4;-2;1;-6;-1;-3;-9;-34;-12;-9;-14;-1;9
5906;2016/2017;HTML;3:0;ŁKS Commercecon Łódź;Legionovia Legionowo;3;0;1;59;31;59;76;3;8;52;3;36;17;90;6;4;46;51;5;48;18;48;64;11;3;73;8;42;23;98;5;5;41;42;4;11;13;11;12;-8;5;-21;-5;-6;-6;-8;1;-1;5;9;1
5907;2016/2017;HTML;3:1;KSZO OSTROWIEC;Developres SkyRes Rzeszów;1;3;0;60;25;60;78;8;6;90;9;36;22;141;10;17;46;33;8;75;41;75;96;6;9;70;6;35;22;131;10;8;49;37;17;-15;-16;-15;-18;2;-3;20;3;1;0;10;0;9;-3;-4;-9
5908;2016/2017;HTML;3:2;KSZO OSTROWIEC;Atom Trefl Sopot;3;2;1;89;38;89;105;9;6;91;6;50;37;181;14;11;70;39;13;69;28;69;96;5;6;96;6;28;19;161;8;13;52;32;11;20;10;20;9;4;0;-5;0;22;18;20;6;-2;18;7;2
5909;2016/2017;HTML;3:0;Developres SkyRes Rzeszów;ŁKS Commercecon Łódź;3;0;1;54;28;54;74;6;4;46;9;39;13;87;5;3;43;49;7;40;16;40;52;6;3;68;9;37;22;95;14;7;34;36;3;14;12;14;22;0;1;-22;0;2;-9;-8;-9;-4;9;13;4
5910;2016/2017;HTML;3:2;Legionovia Legionowo;BKS PROFI CREDIT Bielsko-Biała;2;3;0;84;43;84;109;13;10;86;6;43;28;145;11;20;64;44;10;70;31;70;96;10;6;96;10;39;22;135;8;10;44;33;20;14;12;14;13;3;4;-10;-4;4;6;10;3;10;20;11;-10
5911;2016/2017;HTML;3:1;KS PAŁAC Bydgoszcz;Giacomini Budowlani Toruń;1;3;0;67;26;67;88;10;5;84;3;55;32;150;22;14;51;34;11;56;21;56;90;6;3;78;5;41;20;139;12;11;39;28;14;11;5;11;-2;4;2;6;-2;14;12;11;10;3;12;6;-3
5912;2016/2017;HTML;3:0;Enea PTPS Piła;Impel Wrocław;0;3;0;34;9;34;52;6;2;71;11;28;13;98;8;14;30;31;2;61;34;61;77;6;11;46;2;50;24;83;7;2;36;43;14;-27;-25;-27;-25;0;-9;25;9;-22;-11;15;1;12;-6;-12;-12
5913;2016/2017;HTML;3:1;Impel Wrocław;BKS PROFI CREDIT Bielsko-Biała;3;1;1;66;32;66;94;17;6;70;6;56;23;119;11;8;45;38;15;41;17;41;78;8;6;77;6;38;9;112;15;15;27;24;8;25;15;25;16;9;0;-7;0;18;14;7;-4;-7;18;14;7
5914;2016/2017;HTML;3:0;Chemik Police;Tauron MKS Dąbrowa Górnicza;3;0;1;58;32;58;74;10;9;55;3;46;26;90;8;8;40;44;9;39;15;39;62;7;3;64;9;37;20;77;7;9;28;36;8;19;17;19;12;3;6;-9;-6;9;6;13;1;-1;12;8;1
5915;2016/2017;HTML;3:1;Polski Cukier Muszynianka;Grot Budowlani Łódź;1;3;0;57;27;57;93;6;4;85;6;33;19;128;13;16;44;34;9;74;32;74;98;13;6;87;4;55;31;135;15;9;52;39;16;-17;-5;-17;-5;-7;-2;-2;2;-22;-12;-7;-2;7;-8;-5;-7
5916;2016/2017;HTML;3:2;Atom Trefl Sopot;Polski Cukier Muszynianka;3;2;1;78;35;78;115;6;9;96;3;36;21;196;15;19;59;30;10;82;29;82;107;11;3;109;9;29;16;180;16;10;60;33;19;-4;6;-4;8;-5;6;-13;-6;7;5;16;-1;9;-1;-3;-9
5917;2016/2017;HTML;3:1;Grot Budowlani Łódź;Chemik Police;3;1;1;70;28;70;93;12;4;80;6;51;34;128;11;4;50;39;16;60;24;60;90;10;6;81;4;48;32;136;11;16;50;37;4;10;4;10;3;2;-2;-1;2;3;2;-8;0;-12;0;2;12
5918;2016/2017;HTML;3:0;Tauron MKS Dąbrowa Górnicza;Enea PTPS Piła;3;0;1;59;30;59;74;8;8;48;4;44;21;82;5;5;41;50;10;37;13;37;52;4;4;66;8;39;23;75;9;10;28;37;5;22;17;22;22;4;4;-18;-4;5;-2;7;-4;-5;13;13;5
5919;2016/2017;HTML;3:2;Impel Wrocław;KS PAŁAC Bydgoszcz;3;2;1;84;35;84;104;16;9;85;4;54;38;138;14;9;61;44;14;54;21;54;90;5;4;88;9;27;15;129;13;14;41;32;9;30;14;30;14;11;5;-3;-5;27;23;9;1;-5;20;12;5
5920;2016/2017;HTML;3:1;Giacomini Budowlani Toruń;Legionovia Legionowo;3;1;1;68;28;68;93;3;8;74;7;28;14;110;10;4;45;41;15;68;23;68;86;12;7;90;8;35;19;124;11;15;57;46;4;0;5;0;7;-9;1;-16;-1;-7;-5;-14;-1;-11;-12;-5;11
5921;2016/2017;HTML;3:2;BKS PROFI CREDIT Bielsko-Biała;Developres SkyRes Rzeszów;3;2;1;83;39;83;101;13;9;90;11;45;19;139;15;12;61;44;13;63;30;63;98;8;11;88;9;42;19;114;6;13;40;35;12;20;9;20;3;5;-2;2;2;3;0;25;9;-1;21;9;1
5922;2016/2017;HTML;3:0;ŁKS Commercecon Łódź;KSZO OSTROWIEC;3;0;1;53;24;53;74;7;3;51;6;37;20;94;3;6;44;47;6;50;17;50;62;11;6;67;3;48;25;108;8;6;38;35;6;3;7;3;12;-4;-3;-16;3;-11;-5;-14;-5;0;6;12;0
5923;2016/2017;HTML;3:2;ŁKS Commercecon Łódź;Atom Trefl Sopot;3;2;1;91;34;91;112;6;7;106;7;36;20;208;12;11;68;33;16;88;35;88;112;6;7;106;7;46;22;214;13;16;70;33;11;3;-1;3;0;0;0;0;0;-10;-2;-6;-1;-5;-2;0;5
5924;2016/2017;HTML;3:1;Tauron MKS Dąbrowa Górnicza;ŁKS Commercecon Łódź;1;3;0;59;27;59;87;10;9;74;4;61;45;126;11;14;44;35;6;64;29;64;87;13;4;77;9;46;35;123;9;6;46;37;14;-5;-2;-5;0;-3;5;-3;-5;15;10;3;2;8;-2;-2;-8
5925;2016/2017;HTML;3:0;KSZO OSTROWIEC;BKS PROFI CREDIT Bielsko-Biała;0;3;0;39;13;39;55;9;3;66;4;42;21;93;9;15;36;39;0;55;31;55;74;8;4;46;3;24;9;70;8;0;36;51;15;-16;-18;-16;-19;1;-1;20;1;18;12;23;1;15;0;-12;-15
5926;2016/2017;HTML;3:2;Giacomini Budowlani Toruń;Developres SkyRes Rzeszów;3;2;1;72;33;72;95;5;8;87;8;23;14;154;11;11;52;34;12;72;33;72;93;6;8;90;8;32;21;168;15;12;53;32;11;0;0;0;2;-1;0;-3;0;-9;-7;-14;-4;-1;-1;2;1
5927;2016/2017;HTML;3:1;Legionovia Legionowo;Impel Wrocław;1;3;0;43;16;43;64;11;5;84;15;36;18;88;10;16;30;34;8;74;46;74;94;10;15;53;5;42;24;90;8;8;43;48;16;-31;-30;-31;-30;1;-10;31;10;-6;-6;-2;2;8;-13;-14;-8
5928;2016/2017;HTML;3:0;KS PAŁAC Bydgoszcz;Tauron MKS Dąbrowa Górnicza;0;3;0;37;8;37;51;6;1;68;12;40;22;103;8;7;34;33;2;59;30;59;73;5;12;45;1;35;18;93;6;2;40;43;7;-22;-22;-22;-22;1;-11;23;11;5;4;10;2;5;-6;-10;-5
5929;2016/2017;HTML;3:0;Enea PTPS Piła;Grot Budowlani Łódź;0;3;0;38;13;38;57;5;3;69;6;34;17;103;7;11;26;25;9;60;28;60;74;5;6;52;3;52;25;105;6;9;43;41;11;-22;-15;-22;-17;0;-3;17;3;-18;-8;-2;1;2;-17;-16;-2
5930;2016/2017;HTML;3:0;Chemik Police;Polski Cukier Muszynianka;3;0;1;62;23;62;77;3;0;60;1;50;22;109;8;9;46;42;16;51;11;51;66;6;1;74;0;50;19;108;11;16;41;38;9;11;12;11;11;-3;-1;-14;1;0;3;1;-3;-7;5;4;7
5931;2016/2017;HTML;3:2;Atom Trefl Sopot;Chemik Police;3;2;1;61;25;61;102;13;9;96;6;32;15;165;15;18;43;26;9;78;40;78;109;13;6;89;9;38;12;172;22;9;54;31;18;-17;-15;-17;-7;0;3;7;-3;-6;3;-7;-7;9;-11;-5;-9
5932;2016/2017;HTML;3:1;Polski Cukier Muszynianka;Enea PTPS Piła;3;1;1;76;41;76;95;11;12;66;3;50;30;114;4;9;47;41;17;53;21;53;71;5;3;84;12;37;15;118;12;17;41;35;9;23;20;23;24;6;9;-18;-9;13;15;-4;-8;-8;6;6;8
5933;2016/2017;HTML;3:0;Grot Budowlani Łódź;KS PAŁAC Bydgoszcz;3;0;1;56;28;56;74;6;5;43;3;58;37;112;5;3;42;38;9;36;10;36;50;7;3;68;5;48;31;103;9;9;30;29;3;20;18;20;24;-1;2;-25;-2;10;6;9;-4;-6;12;9;6
